ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-001100,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Good afternoon,

This is unacceptable — product showed $399 in cart but jumped to $434 at final checkout. I expected the advertised price. 

Looking forward to your response.",2025-08-20,mobile,8
TKT-001103,E-Commerce / Retail,billing,high,negative,Partial refund for order ORD-2611322 is short,"Dear support team,

This is unacceptable — i returned 3 items from order ORD-2611322 worth $151. The refund I got was only $72. I'm owed $79 more.

Thanks,",2025-06-20,email,1
TKT-001106,E-Commerce / Retail,delivery,low,neutral,Entire order history disappeared after app update,"After updating to v4.2.0 on 2026-02-08, all 26 past orders are gone. I am very frustrated.

Best,",2025-09-28,mobile,96
TKT-001107,E-Commerce / Retail,account,medium,neutral,Password reset email not arriving,"Clicked 'Forgot Password' 4 times. No reset email arrives. Checked spam.

Thank you,",2025-06-04,web,24
TKT-001111,E-Commerce / Retail,technical,low,negative,Cannot add items to cart — page keeps reloading,"To whom it may concern,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Firefox on macOS Sonoma. 

Looking forward to your response.",2025-10-22,web,96
TKT-001113,E-Commerce / Retail,technical,low,positive,Cannot add items to cart — page keeps reloading,"Good morning,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Edge on macOS Sonoma.",2025-07-18,web,24
TKT-001114,E-Commerce / Retail,delivery,high,neutral,Return pickup for ORD-2749186 never scheduled,"Hello,

I requested a return pickup for order ORD-2749186 on 2026-02-03 but no one has contacted me to arrange it.

Best,",2025-10-14,web,24
TKT-001121,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"Hi,

After updating to v4.3.1 on 2026-02-09, all 40 past orders are gone. I need this resolved immediately.",2025-07-18,mobile,24
TKT-001123,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-6238016 never scheduled,"To whom it may concern,

I requested a return pickup for order ORD-6238016 on 2026-02-06 but no one has contacted me to arrange it. This is very urgent.

Thank you,",2025-07-21,web,8
TKT-001124,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"After updating to v4.3.1 on 2026-02-08, all 32 past orders are gone.

Best,",2025-09-18,mobile,12
TKT-001126,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-3252991 never scheduled,"I requested a return pickup for order ORD-3252991 on 2026-02-08 but no one has contacted me to arrange it.

Thanks,",2025-12-10,web,2
TKT-001128,E-Commerce / Retail,technical,medium,negative,Payment page 504 Gateway Timeout,"Good afternoon,

I'm really frustrated because every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Edge and mobile. This has been going on for too long.

Thanks,",2025-11-15,mobile,24
TKT-001129,E-Commerce / Retail,technical,medium,positive,Search returns zero results for existing products,"Hello,

Searching 'running shoes' returns nothing, yet these products appear on the homepage.

Please help ASAP.",2025-05-24,mobile,48
TKT-001130,E-Commerce / Retail,technical,low,neutral,Website logs me out every few minutes,"Good morning,

The site logs me out every 5 minutes even when actively using it. Cookies are enabled.

Best,",2025-10-12,email,72
TKT-001132,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Good afternoon,

I'm really frustrated because product showed $168 in cart but jumped to $197 at final checkout. I expected the advertised price.

Regards,",2025-07-29,mobile,1
TKT-001133,E-Commerce / Retail,delivery,high,negative,Missing items from order ORD-8460944,"Good morning,

I received the box for order ORD-8460944 but only 2 of 6 items were inside. Please fix this as soon as possible.

Please help ASAP.",2025-09-25,chat,2
TKT-001134,E-Commerce / Retail,billing,low,negative,Promo code not applied — order ORD-3335391,"I used code FLASH30 at checkout for order ORD-3335391 but the 64% discount was never deducted. I was charged $84. 

Regards,",2025-04-27,mobile,72
TKT-001140,E-Commerce / Retail,account,high,neutral,Loyalty points dropped to zero after app update,"Hello,

I had 2874 points. After the app updated on 2026-02-06 they all vanished.

Regards,",2025-04-19,email,8
TKT-001142,E-Commerce / Retail,account,medium,positive,Locked out by two-factor authentication,"Dear support team,

I got a new phone and cannot get past the 2FA screen.",2026-01-29,web,48
TKT-001145,E-Commerce / Retail,billing,high,neutral,Gift card balance ignored at checkout,My $367 gift card (GC-731575) was not deducted at checkout. I was charged the full amount.,2025-03-03,mobile,24
TKT-001146,E-Commerce / Retail,account,high,neutral,Cannot update delivery address — reverts on save,Every time I update my default address it reverts to the old one.,2025-03-23,mobile,4
TKT-001150,E-Commerce / Retail,technical,medium,neutral,Discount vanishes between cart and checkout,"A 25% discount shows correctly in my cart but disappears at checkout.

Best,",2025-12-17,web,72
TKT-001154,E-Commerce / Retail,account,medium,neutral,Loyalty points dropped to zero after app update,"Hi there,

I had 3982 points. After the app updated on 2026-02-09 they all vanished.",2025-09-15,mobile,72
TKT-001155,E-Commerce / Retail,billing,high,negative,Refund for order ORD-3811868 not received after 21 days,"I cancelled order ORD-3811868 on 2026-02-02. The $485 refund was promised within 7 business days. Still nothing. 

I expect a quick resolution.",2025-03-17,email,4
TKT-001156,E-Commerce / Retail,billing,medium,negative,Subscription charge I never authorised,"Hi,

A $17/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 6 months. 

I expect a quick resolution.",2025-07-03,web,24
TKT-001157,E-Commerce / Retail,delivery,medium,negative,Order ORD-4016207 stuck in transit 8 days,"Dear support team,

Order ORD-4016207 has shown 'In Transit' on FedEx for 11 days. Last scan: Atlanta hub.",2025-08-21,mobile,72
TKT-001158,E-Commerce / Retail,delivery,high,negative,Package ORD-8765705 marked delivered but missing,"Hi there,

UPS shows order ORD-8765705 delivered 2026-02-08 but nothing is at my door or with neighbours. Tracking: 1Z1567581159. Please fix this as soon as possible.

Best,",2025-05-14,email,4
TKT-001159,E-Commerce / Retail,account,medium,negative,Cannot see invoices or download receipts,"Hello,

I'm really frustrated because 'My Invoices' shows a blank page. I need receipts for 4 orders for expenses. This is very urgent.

Please help ASAP.",2025-03-02,email,96
TKT-001160,E-Commerce / Retail,account,medium,positive,Cannot see invoices or download receipts,"'My Invoices' shows a blank page. I need receipts for 11 orders for expenses.

Thanks,",2025-08-15,mobile,12
TKT-001162,E-Commerce / Retail,billing,high,neutral,Gift card balance ignored at checkout,This is unacceptable — my $246 gift card (GC-969541) was not deducted at checkout. I was charged the full amount.,2025-08-04,email,24
TKT-001165,E-Commerce / Retail,technical,low,neutral,Checkout form validation loop — address rejected,"Hey,

Checkout keeps saying my address is invalid. I've tried 13 times.

Looking forward to your response.",2025-10-13,mobile,48
TKT-001169,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"Good afternoon,

I requested an email change on 2026-02-07. The confirmation never arrived.

I expect a quick resolution.",2025-07-07,web,8
TKT-001173,E-Commerce / Retail,billing,high,negative,Cancelled order ORD-3758732 but still charged,"Good afternoon,

This is unacceptable — i cancelled order ORD-3758732 within 27 minutes of placing it but was still charged $152. ",2025-07-16,mobile,24
TKT-001178,E-Commerce / Retail,billing,high,negative,Partial refund for order ORD-4601466 is short,"Hi there,

This is unacceptable — i returned 3 items from order ORD-4601466 worth $573. The refund I got was only $75. I'm owed $498 more. This is very urgent.",2026-01-22,email,8
TKT-001180,E-Commerce / Retail,billing,low,negative,Wrong amount charged on order ORD-6312608,"Invoice for order ORD-6312608 shows $75 but the product page listed $20. I was overcharged by $55.

Regards,",2025-08-01,email,72
TKT-001183,E-Commerce / Retail,account,low,negative,Cannot update delivery address — reverts on save,"Hi,

Every time I update my default address it reverts to the old one.",2025-10-31,mobile,72
TKT-001184,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Dear support team,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Edge and mobile.

Please help ASAP.",2025-04-25,mobile,24
TKT-001186,E-Commerce / Retail,delivery,high,neutral,Return pickup for ORD-4027814 never scheduled,"Good morning,

I requested a return pickup for order ORD-4027814 on 2026-02-08 but no one has contacted me to arrange it.

Looking forward to your response.",2025-10-25,chat,24
TKT-001188,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"Hi there,

I requested an email change on 2026-02-10. The confirmation never arrived.

I expect a quick resolution.",2025-05-04,email,96
TKT-001189,E-Commerce / Retail,delivery,high,positive,Package ORD-5486651 marked delivered but missing,"Hi,

UPS shows order ORD-5486651 delivered 2026-02-09 but nothing is at my door or with neighbours. Tracking: 1Z9209823983.",2025-09-14,web,12
TKT-001192,E-Commerce / Retail,account,low,neutral,Email change request never confirmed,"I requested an email change on 2026-02-01. The confirmation never arrived.

Please help ASAP.",2025-08-07,mobile,168
TKT-001199,E-Commerce / Retail,account,low,positive,Cannot log in despite correct credentials,"Hey,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices.

Thanks,",2025-03-13,chat,72
TKT-001200,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,"Hi,

Checkout keeps saying my address is invalid. I've tried 14 times.

Best,",2025-04-08,mobile,96
TKT-001203,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-3766469,"Hey,

I was charged twice for order ORD-3766469. Both $354 charges appeared on my bank account on 2026-02-09. Please refund the duplicate. I need this resolved immediately.",2026-02-07,email,1
TKT-001209,E-Commerce / Retail,delivery,medium,negative,Damaged item in order ORD-4966427,"Dear support team,

I'm really frustrated because the item in order ORD-4966427 arrived with a broken outer box. Product inside is unusable. I have photos. I need this resolved immediately.

Please help ASAP.",2025-05-21,mobile,24
TKT-001212,E-Commerce / Retail,technical,low,neutral,Website logs me out every few minutes,The site logs me out every 5 minutes even when actively using it. Cookies are enabled.,2025-09-17,web,120
TKT-001214,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,"Dear support team,

Checkout keeps saying my address is invalid. I've tried 15 times.

Regards,",2025-07-26,email,96
TKT-001220,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Product showed $696 in cart but jumped to $708 at final checkout. I expected the advertised price. I need this resolved immediately.

Best,",2025-07-10,web,24
TKT-001222,E-Commerce / Retail,technical,high,positive,Product images broken on all pages,"Hey,

All images show broken icons on Firefox v122 on Android 14. Cleared cache.

Best,",2025-04-13,email,8
TKT-001227,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,"Hello,

Checkout keeps saying my address is invalid. I've tried 15 times.

Regards,",2026-01-10,mobile,72
TKT-001229,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-7151982,"Good afternoon,

The item in order ORD-7151982 arrived with a soaked outer box. Product inside is unusable. I have photos. 

Thank you,",2025-03-19,web,12
TKT-001231,E-Commerce / Retail,billing,high,negative,Wrong amount charged on order ORD-9864166,"Invoice for order ORD-9864166 shows $137 but the product page listed $128. I was overcharged by $9. 

Looking forward to your response.",2025-06-27,mobile,2
TKT-001234,E-Commerce / Retail,billing,low,neutral,Product images broken on all pages,All images show broken icons on Firefox v110 on macOS Sonoma. Cleared cache.,2025-10-10,mobile,72
TKT-001237,E-Commerce / Retail,technical,medium,neutral,Discount vanishes between cart and checkout,"Hi,

A 19% discount shows correctly in my cart but disappears at checkout.

Thank you,",2025-04-16,web,24
TKT-001240,E-Commerce / Retail,technical,medium,neutral,Discount vanishes between cart and checkout,"Hey,

A 27% discount shows correctly in my cart but disappears at checkout.

Please help ASAP.",2025-03-29,email,8
TKT-001242,E-Commerce / Retail,account,low,neutral,Loyalty points dropped to zero after app update,I had 3687 points. After the app updated on 2026-02-11 they all vanished.,2025-09-01,email,120
TKT-001246,E-Commerce / Retail,account,medium,positive,Email change request never confirmed,"Good afternoon,

I requested an email change on 2026-02-04. The confirmation never arrived.

Regards,",2025-07-24,web,24
TKT-001249,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"Hi,

My $734 gift card (GC-619693) was not deducted at checkout. I was charged the full amount.",2025-06-12,mobile,2
TKT-001254,E-Commerce / Retail,technical,medium,positive,Wishlist items disappear after logout,"Hey,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

Thank you,",2025-05-07,web,48
TKT-001255,E-Commerce / Retail,account,medium,negative,Account shows wrong order count,"Hi,

I can't believe that my account summary says I have 10 orders but I've actually placed 59. 

Best,",2025-05-01,mobile,96
TKT-001257,E-Commerce / Retail,technical,high,positive,Product images broken on all pages,"Hey,

All images show broken icons on Edge v121 on Windows 11. Cleared cache.",2025-05-26,web,8
TKT-001261,E-Commerce / Retail,account,medium,neutral,Locked out by two-factor authentication,"Hello,

I got a new phone and cannot get past the 2FA screen.

Best,",2026-02-09,mobile,48
TKT-001268,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-1823461 never scheduled,"Hello,

I requested a return pickup for order ORD-1823461 on 2026-02-11 but no one has contacted me to arrange it. Please fix this as soon as possible.

I expect a quick resolution.",2025-03-07,chat,24
TKT-001272,E-Commerce / Retail,technical,low,neutral,Cannot add items to cart — page keeps reloading,"Good afternoon,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Edge on iOS 17.",2025-03-02,email,120
TKT-001273,E-Commerce / Retail,delivery,medium,positive,Package ORD-9157978 marked delivered but missing,"Hi there,

FedEx shows order ORD-9157978 delivered 2026-02-11 but nothing is at my door or with neighbours. Tracking: 1Z7547775807.

Regards,",2025-02-17,web,24
TKT-001278,E-Commerce / Retail,delivery,medium,negative,Missing items from order ORD-1186763,"Hi,

I received the box for order ORD-1186763 but only 2 of 6 items were inside. 

Regards,",2026-02-04,email,12
TKT-001280,E-Commerce / Retail,delivery,high,negative,Package ORD-4704148 marked delivered but missing,"To whom it may concern,

FedEx shows order ORD-4704148 delivered 2026-02-10 but nothing is at my door or with neighbours. Tracking: 1Z5074084689.",2025-12-08,web,1
TKT-001281,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Dear support team,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Firefox and mobile.

Regards,",2025-10-18,web,96
TKT-001285,E-Commerce / Retail,delivery,low,negative,Wrong item in order ORD-3471564,I ordered a size M black jacket but received the wrong size in order ORD-3471564.,2025-08-17,mobile,24
TKT-001294,E-Commerce / Retail,delivery,high,negative,Damaged item in order ORD-4736995,"Hey,

I'm having a serious issue — the item in order ORD-4736995 arrived with a cracked outer box. Product inside is unusable. I have photos.

Regards,",2025-12-23,web,12
TKT-001295,E-Commerce / Retail,delivery,high,neutral,Package ORD-9730468 delivered to someone else,"To whom it may concern,

Delivery photo shows my package left at a different house. My address is clearly on the label.

Please help ASAP.",2025-03-16,chat,4
TKT-001297,E-Commerce / Retail,billing,low,negative,Wrong amount charged on order ORD-9744211,"Hi,

Invoice for order ORD-9744211 shows $28 but the product page listed $-18. I was overcharged by $46.

Looking forward to your response.",2025-06-26,web,168
TKT-001298,E-Commerce / Retail,billing,high,neutral,Promo code not applied — order ORD-1383158,"Good afternoon,

I used code WELCOME20 at checkout for order ORD-1383158 but the 53% discount was never deducted. I was charged $156.

Thank you,",2026-01-07,mobile,4
TKT-001300,E-Commerce / Retail,delivery,high,negative,Package ORD-9608271 delivered to someone else,"Hi,

Delivery photo shows my package left at a different house. My address is clearly on the label.

Thanks,",2025-03-09,mobile,1
TKT-001310,E-Commerce / Retail,billing,high,negative,Cancelled order ORD-9723129 but still charged,"Dear support team,

I cancelled order ORD-9723129 within 25 minutes of placing it but was still charged $776.

Regards,",2025-05-08,chat,2
TKT-001312,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,"Checkout keeps saying my address is invalid. I've tried 19 times.

Regards,",2025-03-21,web,24
TKT-001316,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"Hey,

After updating to v4.3.1 on 2026-02-10, all 42 past orders are gone.",2025-03-27,email,72
TKT-001319,E-Commerce / Retail,account,medium,positive,Cannot log in despite correct credentials,"Hi there,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 5 devices.

Best,",2025-12-13,web,72
TKT-001321,E-Commerce / Retail,delivery,medium,positive,Wrong item in order ORD-5697288,"Hi there,

I ordered a size L black jacket but received the wrong colour in order ORD-5697288.

Regards,",2025-06-26,mobile,96
TKT-001323,E-Commerce / Retail,technical,high,neutral,Entire order history disappeared after app update,"Good morning,

After updating to v4.2.0 on 2026-02-10, all 24 past orders are gone.",2025-07-08,mobile,24
TKT-001331,E-Commerce / Retail,account,high,neutral,Cannot see invoices or download receipts,"'My Invoices' shows a blank page. I need receipts for 5 orders for expenses.

Please help ASAP.",2025-06-10,mobile,4
TKT-001334,E-Commerce / Retail,billing,high,negative,Cancelled order ORD-5469467 but still charged,"Hey,

I can't believe that i cancelled order ORD-5469467 within 18 minutes of placing it but was still charged $145.

Thanks,",2025-06-17,mobile,4
TKT-001339,E-Commerce / Retail,delivery,high,negative,Missing items from order ORD-6531612,"Hi there,

I received the box for order ORD-6531612 but only 2 of 4 items were inside.",2025-11-09,chat,4
TKT-001342,E-Commerce / Retail,technical,high,neutral,Website logs me out every few minutes,"Hi there,

The site logs me out every 4 minutes even when actively using it. Cookies are enabled.

Thank you,",2025-06-07,mobile,4
TKT-001343,E-Commerce / Retail,technical,low,negative,Entire order history disappeared after app update,"Hi there,

After updating to v4.3.1 on 2026-02-08, all 24 past orders are gone. ",2025-12-02,web,168
TKT-001344,E-Commerce / Retail,account,medium,positive,Email change request never confirmed,"Good afternoon,

I requested an email change on 2026-02-04. The confirmation never arrived.

Thank you,",2025-09-05,mobile,96
TKT-001347,E-Commerce / Retail,account,medium,positive,Saved payment card disappears after a day,"I've added my Visa card 5 times. It vanishes within a day.

Regards,",2025-12-20,mobile,24
TKT-001369,E-Commerce / Retail,technical,medium,neutral,Discount vanishes between cart and checkout,"Hey,

A 20% discount shows correctly in my cart but disappears at checkout.

Best,",2025-11-22,web,24
TKT-001370,E-Commerce / Retail,delivery,high,neutral,Order ORD-4812913 not delivered on time,"Hello,

Order ORD-4812913 was due 2026-02-09. It is now 8 days late. FedEx tracking 1Z7656599556 shows no updates.",2025-07-21,web,1
TKT-001373,E-Commerce / Retail,technical,high,negative,Search returns zero results for existing products,"Hi,

I'm having a serious issue — searching 'wireless headphones' returns nothing, yet these products appear on the homepage.",2025-05-22,web,24
TKT-001374,E-Commerce / Retail,billing,high,negative,Tax charged on tax-exempt account — order ORD-2791877,"Good afternoon,

My tax exemption certificate is on file but order ORD-2791877 still shows $14 in sales tax. Please reverse.

Best,",2025-11-09,email,12
TKT-001378,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-4661954 never scheduled,"Hey,

I requested a return pickup for order ORD-4661954 on 2026-02-09 but no one has contacted me to arrange it. I need this resolved immediately.

Regards,",2025-11-01,web,1
TKT-001382,E-Commerce / Retail,delivery,high,negative,Missing items from order ORD-4708469,"Hi there,

I can't believe that i received the box for order ORD-4708469 but only 1 of 4 items were inside.

Thanks,",2025-05-08,mobile,12
TKT-001383,E-Commerce / Retail,delivery,high,negative,Missing items from order ORD-1481259,"Hello,

I received the box for order ORD-1481259 but only 1 of 4 items were inside.

Best,",2025-07-07,chat,1
TKT-001386,E-Commerce / Retail,account,medium,neutral,Cannot see invoices or download receipts,"Hey,

'My Invoices' shows a blank page. I need receipts for 6 orders for expenses.",2025-05-14,web,72
TKT-001389,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"To whom it may concern,

I can't believe that product showed $83 in cart but jumped to $151 at final checkout. I expected the advertised price.

Looking forward to your response.",2025-12-09,web,1
TKT-001390,E-Commerce / Retail,account,medium,positive,Cannot update delivery address — reverts on save,Every time I update my default address it reverts to the old one.,2026-02-08,mobile,24
TKT-001393,E-Commerce / Retail,account,medium,positive,Cannot see invoices or download receipts,"Hello,

'My Invoices' shows a blank page. I need receipts for 11 orders for expenses.

Thank you,",2025-08-06,email,8
TKT-001398,E-Commerce / Retail,account,high,neutral,Account suspended without notification,"Dear support team,

I logged in to find my account suspended. No email, no warning. I have 23 pending orders.

Thank you,",2025-04-18,email,8
TKT-001405,E-Commerce / Retail,billing,high,neutral,Refund for order ORD-7594058 not received after 22 days,"Good afternoon,

I cancelled order ORD-7594058 on 2026-02-05. The $734 refund was promised within 3 business days. Still nothing. This has been going on for too long.

I expect a quick resolution.",2025-07-31,web,1
TKT-001407,E-Commerce / Retail,account,medium,positive,Cannot see invoices or download receipts,"Hey,

'My Invoices' shows a blank page. I need receipts for 12 orders for expenses.

Thanks,",2025-12-15,chat,48
TKT-001408,E-Commerce / Retail,account,medium,positive,Cannot see invoices or download receipts,"'My Invoices' shows a blank page. I need receipts for 7 orders for expenses.

I expect a quick resolution.",2025-10-31,web,24
TKT-001413,E-Commerce / Retail,account,low,neutral,Account suspended without notification,"I logged in to find my account suspended. No email, no warning. I have 18 pending orders.

I expect a quick resolution.",2025-05-06,web,24
TKT-001414,E-Commerce / Retail,delivery,high,positive,Order ORD-6295406 delivered to wrong address,UPS shows order ORD-6295406 delivered to wrong street. My correct address is on the confirmation.,2025-12-07,web,2
TKT-001415,E-Commerce / Retail,billing,medium,positive,Loyalty points dropped to zero after app update,"Good afternoon,

I had 2061 points. After the app updated on 2026-02-06 they all vanished.

Thank you,",2025-08-30,mobile,48
TKT-001418,E-Commerce / Retail,delivery,medium,neutral,Order ORD-3308249 stuck in transit 15 days,"Good morning,

Order ORD-3308249 has shown 'In Transit' on USPS for 8 days. Last scan: Dallas hub.",2026-01-08,mobile,12
TKT-001420,E-Commerce / Retail,delivery,medium,positive,Package ORD-4360723 marked delivered but missing,"USPS shows order ORD-4360723 delivered 2026-02-11 but nothing is at my door or with neighbours. Tracking: 1Z6015759192.

Best,",2025-03-13,web,24
TKT-001424,E-Commerce / Retail,technical,high,neutral,Website logs me out every few minutes,"Hi,

The site logs me out every 5 minutes even when actively using it. Cookies are enabled.",2025-02-27,mobile,12
TKT-001425,E-Commerce / Retail,delivery,medium,negative,Package ORD-7938409 delivered to someone else,"Good afternoon,

This is unacceptable — delivery photo shows my package left at a different house. My address is clearly on the label.

Best,",2025-10-02,web,8
TKT-001427,E-Commerce / Retail,technical,low,positive,App crashes at payment on Windows 11,"The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

I expect a quick resolution.",2025-02-11,web,96
TKT-001428,E-Commerce / Retail,account,medium,negative,Account suspended without notification,"Hi,

I can't believe that i logged in to find my account suspended. No email, no warning. I have 16 pending orders. 

I expect a quick resolution.",2025-05-05,email,8
TKT-001429,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-5866606,I was charged twice for order ORD-5866606. Both $355 charges appeared on my credit card on 2026-02-04. Please refund the duplicate.,2025-08-08,email,4
TKT-001430,E-Commerce / Retail,delivery,medium,neutral,Saved payment card disappears after a day,"Hey,

I've added my Mastercard card 3 times. It vanishes within a day.

Thanks,",2025-09-19,web,48
TKT-001433,E-Commerce / Retail,billing,high,negative,Subscription charge I never authorised,"To whom it may concern,

This is unacceptable — a $55/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 3 months. ",2026-01-27,mobile,1
TKT-001437,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,"Hey,

Checkout keeps saying my address is invalid. I've tried 17 times.",2025-09-18,mobile,8
TKT-001438,E-Commerce / Retail,billing,high,positive,Double charge on order ORD-2504225,"Good morning,

I was charged twice for order ORD-2504225. Both $435 charges appeared on my debit card on 2026-02-08. Please refund the duplicate.

Best,",2025-07-29,web,24
TKT-001443,E-Commerce / Retail,technical,medium,neutral,Product images broken on all pages,"To whom it may concern,

All images show broken icons on Safari v116 on Windows 11. Cleared cache.

Looking forward to your response.",2025-03-19,web,8
TKT-001446,E-Commerce / Retail,delivery,high,neutral,Wrong item in order ORD-4906580,"I ordered a size L black jacket but received the wrong colour in order ORD-4906580.

Thank you,",2025-06-12,mobile,12
TKT-001451,E-Commerce / Retail,delivery,high,negative,Order ORD-7478874 not delivered on time,"I can't believe that order ORD-7478874 was due 2026-02-11. It is now 7 days late. FedEx tracking 1Z7997748406 shows no updates.

I expect a quick resolution.",2025-04-14,web,48
TKT-001453,E-Commerce / Retail,account,high,neutral,Account suspended without notification,"Good afternoon,

I logged in to find my account suspended. No email, no warning. I have 21 pending orders.",2025-02-13,email,12
TKT-001456,E-Commerce / Retail,technical,high,negative,Promo code not applied — order ORD-6689206,"To whom it may concern,

I used code FLASH30 at checkout for order ORD-6689206 but the 33% discount was never deducted. I was charged $395. This is very urgent.",2025-11-04,email,24
TKT-001463,E-Commerce / Retail,delivery,high,neutral,Order ORD-4230962 stuck in transit 8 days,"Dear support team,

Order ORD-4230962 has shown 'In Transit' on UPS for 10 days. Last scan: Chicago hub.

Thanks,",2025-11-24,email,8
TKT-001464,E-Commerce / Retail,technical,medium,neutral,Wishlist items disappear after logout,"Hi,

I save items to my wishlist but every time I log out and back in the wishlist is empty.

Thank you,",2025-09-13,mobile,48
TKT-001467,E-Commerce / Retail,delivery,medium,negative,Damaged item in order ORD-9428451,"Hello,

The item in order ORD-9428451 arrived with a broken outer box. Product inside is unusable. I have photos. Please fix this as soon as possible.

Please help ASAP.",2025-02-28,chat,96
TKT-001468,E-Commerce / Retail,technical,medium,positive,Wishlist items disappear after logout,I save items to my wishlist but every time I log out and back in the wishlist is empty.,2025-07-01,web,72
TKT-001469,E-Commerce / Retail,billing,medium,negative,Cancelled order ORD-9616768 but still charged,I'm having a serious issue — i cancelled order ORD-9616768 within 10 minutes of placing it but was still charged $420. Please fix this as soon as possible.,2026-02-03,mobile,48
TKT-001471,E-Commerce / Retail,technical,medium,positive,Search returns zero results for existing products,"Good morning,

Searching 'wireless headphones' returns nothing, yet these products appear on the homepage.",2025-09-30,email,24
TKT-001475,E-Commerce / Retail,delivery,high,neutral,Damaged item in order ORD-5693529,"Hi there,

The item in order ORD-5693529 arrived with a cracked outer box. Product inside is unusable. I have photos.

Thanks,",2025-06-21,web,2
TKT-001476,E-Commerce / Retail,technical,high,positive,App crashes at payment on Windows 11,"To whom it may concern,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Looking forward to your response.",2026-01-12,web,1
TKT-001479,E-Commerce / Retail,technical,medium,neutral,Search returns zero results for existing products,"Hello,

Searching 'running shoes' returns nothing, yet these products appear on the homepage.",2025-07-18,web,48
TKT-001482,E-Commerce / Retail,delivery,high,neutral,Missing items from order ORD-7852820,"Good morning,

I received the box for order ORD-7852820 but only 1 of 4 items were inside.",2025-11-04,web,8
TKT-001486,E-Commerce / Retail,delivery,medium,negative,Missing items from order ORD-5107803,"Hey,

I can't believe that i received the box for order ORD-5107803 but only 1 of 4 items were inside.

Please help ASAP.",2025-10-18,email,12
TKT-001487,E-Commerce / Retail,delivery,high,negative,Package ORD-3096980 delivered to someone else,"Good afternoon,

Delivery photo shows my package left at a different house. My address is clearly on the label.

Regards,",2026-01-02,web,48
TKT-001489,E-Commerce / Retail,delivery,medium,negative,Wrong item in order ORD-6783347,"Hi,

I ordered a size L black jacket but received the wrong size in order ORD-6783347.

Looking forward to your response.",2025-04-29,web,24
TKT-001492,E-Commerce / Retail,technical,high,negative,Product images broken on all pages,"All images show broken icons on Edge v113 on Windows 11. Cleared cache.

Thanks,",2025-02-18,mobile,8
TKT-001493,E-Commerce / Retail,delivery,high,neutral,Wrong item in order ORD-9441248,"I ordered a size M navy jacket but received the wrong colour in order ORD-9441248.

Thank you,",2025-08-23,web,1
TKT-001495,E-Commerce / Retail,account,high,neutral,Cannot update delivery address — reverts on save,"To whom it may concern,

Every time I update my default address it reverts to the old one.",2025-06-22,mobile,8
TKT-001497,E-Commerce / Retail,billing,medium,negative,Promo code not applied — order ORD-1135267,"Hello,

I'm having a serious issue — i used code FLASH30 at checkout for order ORD-1135267 but the 48% discount was never deducted. I was charged $722. I am very frustrated.

Looking forward to your response.",2025-04-08,email,48
TKT-001499,E-Commerce / Retail,technical,high,positive,Discount vanishes between cart and checkout,"Dear support team,

A 28% discount shows correctly in my cart but disappears at checkout.",2025-03-15,web,4
